Code,Description (English),বর্ণনা,
8172106,Jatio sangsad cheques,জাতীয় সংসদ চেক,
8172107,Electronic fund Transfer,ইলেকট্রনিক ফান্ড ট্রান্সফার,
8172108,Bills payable,প্রদেয় বিল,
8172109,Bank Pay Order,ব্যাংক পে-অর্ডার,
8172110,Pre audit cheques CGDF,প্রাক নিরীক্ষা চেক- সিজিডিএফ,
8172111,Pre audit cheques postal,প্রাক নিরীক্ষা চেক- পোস্টাল,
81722,Letter of credit,ঋণপত্র (Letter of credit),
8172201,Letter of credit - unclear transactions,ঋণপত্র- অনিষ্পন্ন লেনদেন,
81723,Taka and coinage,টাকা ও মুদ্রা,
8172301,'One taka' note,'এক টাকা' নোট,
8172302,'Two taka' note,'দুই টাকা' নোট,
8172303,Coinage,মুদ্রা,
81724,Gas accounts for government employees living in government accommodations,সরকারি আবাসনে বসবাসকারী সরকারি কর্মচারীদের গ্যাস হিসাব,
8172401,Titas gas bill,তিতাস গ্যাস বিল,
8172402,Bakhrabad gas bill,বাখরাবাদ গ্যাস বিল,
8172403,Jalalabad gas bill,জালালাবাদ গ্যাস বিল,
8172404,Karnaphuli gas bill,কর্ণফুলী গ্যাস বিল,
8172405,West zone gas bill,পশ্চিম অঞ্চল গ্যাস বিল,
81725,Welfare funds,কল্যাণ তহবিল,
8172501,Welfare fund,কল্যাণ তহবিল,
8172502,Relief fund,ত্রাণ তহবিল,
8172503,Employee benevolent fund,কর্মচারী কল্যাণ তহবিল,
8172504,Employee group insurance fund,কর্মচারী যৌথবিমা তহবিল,
81726,Electricity accounts for government employees living in government accommodations,সরকারি আবাসনে বসবাসকারী সরকারি কর্মচারীদের বিদ্যুৎ হিসাব,
8172601,Electricity bill,বিদ্যুৎ বিল,
81727,Recoveries on demand,দাবির প্রেক্ষিতে আদায়,
8172701,Mutual fund loan,মিউচুয়াল ফান্ড লোন,
8172702,Welfare trust fund,কল্যাণ ট্রাস্ট তহবিল,
8172703,Mutual fund contribution,মিউচুয়াল ফান্ড চাঁদা,
8172704,Club contribution,ক্লাব চাঁদা,
8173,Other suspense accounts,অন্যান্য সাসপেন্স অ্যাকাউন্ট,
81731,Departmental suspense accounts,বিভাগীয় সাসপেন্স অ্যাকাউন্ট,
8173101,Suspense accounts,সাসপেন্স অ্যাকাউন্ট,
8173102,Uncleared bank transactions,অনিষ্পন্ন ব্যাংক লেনদেন,
8173103,Government of Myanmar,মিয়ানমার সরকার,
8173104,Government of India,ভারত সরকার,
8173105,Government of Pakistan,পাকিস্তান সরকার,
81732,Challan remittance,চালান রেমিটেন্স,
8173201,Departmental challan remittance,বিভাগীয় চালান রেমিটেন্স,
8173202,Other challan remittance,অন্যান্য চালান রেমিটেন্স,
81733,Departmental cheques remittance,বিভাগীয় চেক রেমিটেন্স,
8173301,Departmental cheques remittance,বিভাগীয় চেক রেমিটেন্স,
8173302,Departmental EFT Remittance,বিভাগীয় ইএফটি রেমিটেন্স,
81734,Intra department transfers,আন্তঃবিভাগ স্থানান্তর,
8173401,Intra department transfers,আন্তঃবিভাগ স্থানান্তর,
81735,Cash and bank remittance,ক্যাশ ও ব্যাংক রেমিটেন্স,
8173501,Foreign mission remittance (in word),বৈদেশিক মিশনের রেমিটেন্স (ইন ওয়ার্ড),
8173502,Foreign money order,বৈদেশিক মানি অর্ডার,
8173503,Internal money order,অভ্যন্তরীণ মানি অর্ডার,
8173504,Cash remittance between treasuries,ট্রেজারিসমূহের মধ্যে ক্যাশ রেমিটেন্স,
8173505,Foreign mission remittance (out word),বৈদেশিক মিশনের রেমিটেন্স (আউট ওয়ার্ড),
81736,Exchange accounts in between CGA and CGDF,সি.জি.এ ও সি.জি.ডি.এফ অ্যাকাউন্টের মধ্যে এক্সচেঞ্জ অ্যাকাউন্ট,
8173601,Challan remittance (ARMY),চালান রেমিটেন্স (আর্মি),
8173602,Cheque remittance (ARMY),চেক রেমিটেন্স (আর্মি),
8173603,Items adjustable by (CGA),সমন্বয়যোগ্য আইটেম (সি.জি.এ),
8173604,Items adjustable by (FC-1 pay),সমন্বয়যোগ্য আইটেম (এফসি-১ পে),
8173605,EFT remittance, ইএফটি রেমিটেন্স,
81737,Exchange accounts between CGA and railway accounts,সি.জি.এ ও রেলওয়ে অ্যাকাউন্টের মধ্যে এক্সচেঞ্জ অ্যাকাউন্ট,
8173701,Railway-cash adjustment,রেলওয়ে-নগদ সমন্বয়,
8173702,Railway-accounts adjustment,রেলওয়ে-হিসাব সমন্বয়,
82,Foreign liabilities,বৈদেশিক দায়,
821,Currency and deposit,মুদ্রা ও জামানত,
822,Debt securities,দেনা অর্থপত্র (Debt securities),
823,Loans,ঋণ,
8231,External loans,বৈদেশিক ঋণ,
82311,External loans,বৈদেশিক ঋণ,
8231101,Foreign loan,বৈদেশিক ঋণ,
8231102,Non-ADP Project  Loan,বার্ষিক উন্নয়ন কর্মসূচি বহির্ভূত প্রকল্প ঋণ,
8231103,Special support/credit for development,বিশেষ উন্নয়ন সহায়তা/ঋণ,
82312,Transactions with IMF,আইএমএফ এর সঙ্গে লেনদেন,
8231201,Devaluation of taka - promissory notes,টাকার অবমূল্যায়ন - অঙ্গীকারপূর্ণ নোট,
8231202,IMF contributions,আইএমএফ কন্ট্রিবিউশন,
8231203,Promissory notes - extended quota,অঙ্গীকারপূর্ণ নোট (প্রমিজরি নোট) বর্ধিত কোটা,
8231204,Promissory notes - foreign exchange payments,অঙ্গীকারপূর্ণ নোট (প্রমিজরি নোট) বৈদেশিক মুদ্রা পরিশোধ,
824,Equity and investment fund shares,সমমূলধন (Equity) ও বিনিয়োগ তহবিল শেয়ার,
8241,Equity,সমমূলধন (Equity),
8242,Investment fund shares or units,বিনিয়োগ তহবিল শেয়ার বা ইউনিট,
825,"Insurance, pension and standardized guarantee schemes","বিমা, পেনশন ও প্রমিত গ্যারান্টি স্কিম",
8251,Non life insurance technical reserves,অজীবনবিমা প্রযুক্তিগত মজুত,
8252,Life insurance and annuity entitlements,জীবনবিমা ও বার্ষিক এনটাইটেলমেন্ট,
8253,Pension entitlements,পেনশন এনটাইটেলমেন্ট,
8254,Claims of pension fund on pension manager,পেনশন ম্যানেজারের ওপর পেনশন তহবিলের দাবি,
8255,Provisions for calls under standardized guarantee schemes,প্রমিত গ্যারান্টি স্কিমের অধীন নিলাম ডাকের ব্যবস্থাপত্র,
826,Financial derivatives and employee stock options,ফিন্যান্সিয়াল ডেরিভেটিভস এন্ড এমপ্লয়ি স্টক অপশন,
8261,Financial derivatives,ফিন্যান্সিয়াল ডেরিভেটিভস,
